Comment #,Assigned to:,Sentence,Prosocial,Abusive
30507412,573125,This has been going on since the sports bring in so much money .,N/A,No
30507412,573125,These negro sports are supported with White peoples money .,N/A,No
30507412,573125,All the Whites I know watch negro sports and wear their sports gear .,N/A,No
30507412,573125,On week ends the avreage White person is glued to the TV watching negros play sports .,N/A,No
30507419,582604,"I watched sports and universities go black and stayed away from the both since , It s been 30 years since I have seen a football game that was outside my son s high school .",N/A,No
30507532,572226,Show her a William Pierce video on YouTube and then explain it to her .,N/A,No
30507532,572226,Explain how liberals are liars and anti-White and tell her about crime statistics .,N/A,Yes
30507533,577121,I bookmarked their website last night .,N/A,No
30507533,577121,Once the budget tightening is over for the holidays will start buying certain things from there .,N/A,No
30507538,575512,This is a thread I created a while ago .,N/A,No
30507538,575512,https : //www.stormfront.org/forum/t994857 / It 's a lesson for children .,N/A,No
30507538,575512,Maybe you 'll find it useful .,N/A,No
30507540,577121,She is off this week from school for thanksgiving and my other kids had school still for 2 days so she went with me to school.On way back was explaining to her my side and her mothers side of our heritage and explaining to her where the different countries were and told her we can get a map of Europe and she can color in the countries we are from .,N/A,No
30507560,575970,"Chicago Teachers Union president explains how to inject politics into math - YouTube Chicago Teachers Union president Karen Lewis explains how to politicize school math for organizing - EAGnews.org powered by Education Action Group Foundation , Inc.",N/A,No
30507680,603922,I went to Miss state and only saw 2 jews and they were students .,N/A,No
30507680,603922,Maybe you should look there or just move here to miss. Or more specifically Tupelo .,N/A,No
30507680,603922,"All we have is blacks and a few mestizos and all are pretty well behaved , we keep them that way around here",N/A,Yes
30511198,575909,Awesome.,N/A,No
30511198,575909,Believe me when I say that this WILL get notice and will piss the anti 's off because they ca n't say it 's `` Hate Speech '' !,N/A,No
30511198,575909,The `` Missing '' and the photo of the young girl is an attention grabber Put it up around schools and playgrounds .,N/A,No
30511198,575909,Please keep us updated on any results you get from this .,N/A,No
30511208,572037,Whites wo n't exist in Canada anymore they all have left or mixed themselves away basically leaving Canada to become a large ghetto,N/A,Yes
30511228,577037,"March 21 is the White man march against White genocide , March Against #WhiteGenocide - March 21st 2015 And the 15th of every month is White defense day White Defense Day , the 15th of Every Month",N/A,No
30511264,577669,"I live near London , ON .",N/A,No
30511264,577669,If any brothers want to meet up send me a message and we can start talking and and hang out sometime .,N/A,No
30511291,574600,Well we have lots of shirts that you can order and a different design will be done probably early this next week and we will be putting them up on kijiji as soon as we pick them up .,N/A,No
30511347,572266,I was sort of hoping that they will bring back Ebola and spread it around to their own kind and the rest of the undesirables who are not wanted here .,N/A,Yes
30512712,576933,My father was born in Germany My mother 's parent 's moved from Ireland .,N/A,No
30512712,576933,I 'm literally a 50/50 split Irish / German,N/A,No
30513087,595406,"This is the false front which jews present to the world , but jews are quite varied in their opinions and beliefs .",N/A,Yes
30513598,734670,I would actually go with a bolt action .22 LR with a decent scope .,N/A,No
30513598,734670,"The Savage Mark ll is affordable , accurate , and comes with the adjustable Accutrigger .",N/A,No
30513634,572273,Have you ever gave hard knocks better than you got them ?,N/A,No
30513634,572273,Try experiencing what a couple of pounds of steel to the face feels like .,N/A,No
30514286,572251,Watching tv or film with subtiitles is also good .,N/A,No
30514286,572251,www.third-reich-books.com - English translations of hundreds of Third Reich originals without negative commentary !,N/A,No
30516205,596938,I left Stormfront because I got tired of the petty bickering .,N/A,No
30516205,596938,I came back because it looked like things had improved .,N/A,No
30516205,596938,Now it 's gone back to the way it was when I left .,N/A,No
30516205,596938,Is it any wonder why the antis laugh at us ?,N/A,No
30516234,577037,"So far , all I 've see is their Facebook page which has news items and the usual Facebook stuff .",N/A,No
30516234,577037,Whatever other activities they have been doing I am currently unaware of .,N/A,No
30518081,573188,Just for the record I have never bought a rap record or voted for any black politician .,N/A,No
30518081,573188,I have no use for the NBA or any self important black celebrities .,N/A,No
30518085,734612,When I am around young people and rap music or negro culture comes up I make gestures implying the savagery of blacks .,N/A,Yes
30518085,734612,Gotta represent my coconuts and mangos yo !!,N/A,Yes
30518100,572106,I am not having my cats put in a pet cemetary-they 're being interred in the same plot as I.Naturally we will probably not pass on at the same time but we 'll be sharing the plot .,N/A,No
30518244,575351,"Reflections on the 1970s Image Credit & Copyright : Jimmy Walker Explanation : The 1970s are sometimes ignored by astronomers , like this beautiful grouping of reflection nebulae in Orion - NGC 1977 , NGC 1975 , and NGC 1973 - usually overlooked in favor of the substantial glow from the nearby stellar nursery better known as the Orion Nebula .",N/A,No
30518244,575351,"Found along Orion 's sword just north of the bright Orion Nebula complex , these reflection nebulae are also associated with Orion 's giant molecular cloud about 1,500 light-years away , but are dominated by the characteristic blue color of interstellar dust reflecting light from hot young stars .",N/A,No
30518244,575351,In this sharp color image a portion of the Orion Nebula appears along the bottom border with the cluster of reflection nebulae at picture center .,N/A,No
30518244,575351,"NGC 1977 stretches across the field just below center , separated from NGC 1973 ( above right ) and NGC 1975 ( above left ) by dark regions laced with faint red emission from hydrogen atoms .",N/A,No
30518244,575351,"Taken together , the dark regions suggest to many the shape of a running man .",N/A,No
30518369,572266,Just stop pulling our legs please .,N/A,No
30518369,572266,"Halloween is an awful tradition which puts our race into a negative light , and that 's all !",N/A,No
30518921,572219,I've got the book sitting on my shelf - have n't read it it .,N/A,No
30518921,572219,It 's a well built hard cover with nice thick pages if anyone is interested .,N/A,No
30518921,572219,Ca n't comment on the contents yet .,N/A,No
30518968,738562,Thank you for posting this .,N/A,No
30518968,738562,These are the type of stories which inspire me and indeed should inspire all of us .,N/A,No
30519011,577114,What if there had been no Norman conquest ?,N/A,No
30519011,577114,I would probably be French instead of American .,N/A,No
30519011,577114,My earliest known paternal ancestor was a Norman knight who sent two sons across the Channel in 1066 .,N/A,No
30519011,577114,Six hundred years later my 9th great grandfather came to America .,N/A,No
30519051,576386,The show is crap .,N/A,No
30519051,576386,If you want to know about Ragnar and his time then read Ragnars saga Loðbrókar .,N/A,No
30519051,576386,You can download the PDF for free .,N/A,No
30520490,578773,ive looked into classes on gunsmithing i can do basic things but i just dont have every tool for every gun on the market. and if it ever comes down to dooms day we are gonna need a good smithy,N/A,No
30520537,594327,Is there anything like this on the market today ?,N/A,No
30520537,594327,"All I 've see for high power are the single shot ones ,",N/A,No
30520740,573414,"The weakness of a bat is the wind up , when you draw back to swing you are wide open to attack for about 1/2 second .",N/A,No
30520922,598291,"Hey, no matter what his faults may be , he 's presenting something to the mainstream american public that nobody else is presenting ...",N/A,No
30520922,598291,The video was both chilling and exciting ...,N/A,No
30520948,738583,"7.62x25 IN STOCK http://www.sportsmansguide.com/net/b...95&s=987&stk=19x18INSTOCKhttp://www.sportsmansguide.com/net/b...95&s=958&stk=1HURRYONTHIS!!!7.62X39ARABIC&WOLFINSTOCKhttp://www.sportsmansguide.com/net/b...96&s=953&stk=1223ANDPLENTYOFIThttp://www.sportsmansguide.com/net/b ... 96 & s = 907 & stk = 1 spg 's stocks are up right now get it fast !!! _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ jgsales has almost everything IN STOCK !!! they have alot of 308 surplus ammo in stock about the only place i have seen with it in stock .308 ammo http://www.jgsales.com/index.php/amm ... o-/cPath/12 _ 43 check out the rest of there stuff too they have alot of ammo and guns in stock right now not sure weather to post this here but how much is brass going for i have ample supply of 223 and some 30-06 , anyone interested pm me , will barter for 7.62x39 or .38 spec .",N/A,No
